Player,Team,"Year 
Signed",Years,Value,APY,Guaranteed,"APY as % Of 
Cap At Signing","Inflated 
Value","Inflated 
APY","Inflated 
Guaranteed"
Holton Ahlers,Seahawks,2023,3,"$2,696,000","$898,667","$1,000",0.4%,"$3,062,982","$1,020,994","$1,136"
Holton Ahlers,Seahawks,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Holton Ahlers,Seahawks,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Holton Ahlers,Seahawks,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Ian Book,NO/PHI,2021,4,"$4,153,580","$1,038,395","$673,580",0.6%,"$5,812,736","$1,453,184","$942,643"
Ian Book,Chiefs,2024,1,"$985,000","$985,000",$0,0.4%,"$985,000","$985,000",$0
Ian Book,Patriots,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
J'Mar Smith,Patriots,2020,3,"$2,290,000","$763,333","$30,000",0.4%,"$2,950,888","$983,629","$38,658"
J.J. McCarthy,Vikings,2024,4,"$21,854,796","$5,463,699","$21,854,796",2.1%,"$21,854,796","$5,463,699","$21,854,796"
J.T. Barrett,Saints,2018,3,"$1,710,000","$570,000",$0,0.3%,"$2,464,639","$821,546",$0
J.T. Barrett,Saints,2019,2,"$1,080,000","$540,000",$0,0.3%,"$1,465,632","$732,816",$0
J.T. Barrett,Seahawks,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
J.T. Barrett,Steelers,2020,1,"$510,000","$510,000",$0,0.3%,"$657,185","$657,185",$0
J.T. Barrett,Saints,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
J.T. Barrett,Saints,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
J.T. Barrett,Saints,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
J.T. Barrett,Saints,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
J.T. Barrett,Saints,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
J.T. Barrett,Saints,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
J.T. Barrett,Saints,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
J.T. Barrett,Saints,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
J.T. Barrett,Steelers,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
JaMarcus Russell,Raiders,2007,6,"$61,000,000","$10,166,667","$29,019,120",9.3%,"$142,930,275","$23,821,713","$67,995,259"
Jack Coan,Colts,2022,3,"$2,565,000","$855,000","$60,000",0.4%,"$3,146,499","$1,048,833","$73,602"
Jack Heneghan,49ers,2018,3,"$1,710,000","$570,000",$0,0.3%,"$2,464,639","$821,546",$0
Jack Plummer,Panthers,2024,3,"$2,840,000","$946,667","$10,000",0.4%,"$2,840,000","$946,667","$10,000"
Jack Plummer,Panthers,2024,1,"$256,667","$256,667",$0,0.1%,"$256,667","$256,667",$0
Jack Plummer,Panthers,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Jacob Dolegala,Packers,2021,1,"$780,000","$780,000",$0,0.4%,"$1,091,573","$1,091,573",$0
Jacob Dolegala,Packers,2021,1,"$780,000","$780,000",$0,0.4%,"$1,091,573","$1,091,573",$0
Jacob Dolegala,Patriots,2021,1,"$780,000","$780,000",$0,0.4%,"$1,091,573","$1,091,573",$0
Jacob Dolegala,Patriots,2021,1,"$780,000","$780,000",$0,0.4%,"$1,091,573","$1,091,573",$0
Jacob Dolegala,Bengals,2019,3,"$1,760,000","$586,667","$5,000",0.3%,"$2,388,438","$796,146","$6,785"
Jacob Dolegala,Dolphins,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Jacob Dolegala,Patriots,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Jacob Dolegala,Patriots,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Jacob Eason,SEA/IND,2020,4,"$4,027,264","$1,006,816","$732,264",0.5%,"$5,189,522","$1,297,380","$943,593"
Jacob Eason,Giants,2023,1,"$940,000","$940,000",$0,0.4%,"$1,067,954","$1,067,954",$0
Jacob Eason,Panthers,2023,1,"$940,000","$940,000",$0,0.4%,"$1,067,954","$1,067,954",$0
Jacob Eason,Packers,2024,1,"$985,000","$985,000",$0,0.4%,"$985,000","$985,000",$0
Jacob Eason,Panthers,2022,1,"$283,444","$283,444",$0,0.1%,"$347,702","$347,702",$0
Jacob Eason,Panthers,2022,1,"$245,222","$245,222",$0,0.1%,"$300,815","$300,815",$0
Jacob Eason,Panthers,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Jacob Eason,49ers,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Jacob Eason,Giants,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Jacob Eason,Giants,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Jacob Sirmon,Browns,2024,3,"$2,830,000","$943,333",$0,0.4%,"$2,830,000","$943,333",$0
Jacoby Brissett,Colts,2019,1,"$27,975,000","$27,975,000","$20,000,000",14.9%,"$37,963,948","$37,963,948","$27,141,339"
Jacoby Brissett,Commanders,2023,1,"$8,000,000","$8,000,000","$7,500,000",3.6%,"$9,088,968","$9,088,968","$8,520,907"
Jacoby Brissett,Patriots,2024,1,"$8,000,000","$8,000,000","$6,500,000",3.1%,"$8,000,000","$8,000,000","$6,500,000"
Jacoby Brissett,Dolphins,2021,1,"$5,000,000","$5,000,000","$5,000,000",2.7%,"$6,997,260","$6,997,260","$6,997,260"
Jacoby Brissett,Browns,2022,1,"$4,650,000","$4,650,000","$4,500,000",2.2%,"$5,704,179","$5,704,179","$5,520,173"
Jacoby Brissett,IND/NE,2016,4,"$3,410,832","$852,708","$680,604",0.5%,"$5,610,398","$1,402,599","$1,119,510"
Jake Browning,Vikings,2021,2,"$1,485,000","$742,500",$0,0.4%,"$2,078,186","$1,039,093",$0
Jake Browning,Bengals,2024,2,"$1,945,000","$972,500",$0,0.4%,"$1,945,000","$972,500",$0
Jake Browning,Bengals,2022,1,"$705,000","$705,000",$0,0.3%,"$864,827","$864,827",$0
Jake Browning,Bengals,2023,1,"$750,000","$750,000",$0,0.3%,"$852,091","$852,091",$0
Jake Browning,Vikings,2019,3,"$1,770,000","$590,000","$140,000",0.3%,"$2,402,009","$800,670","$189,989"
Jake Browning,Vikings,2020,2,"$1,110,000","$555,000",$0,0.3%,"$1,430,343","$715,172",$0
Jake Browning,Bengals,2022,1,"$262,334","$262,334",$0,0.1%,"$321,806","$321,806",$0
Jake Browning,Bengals,2022,1,"$234,667","$234,667",$0,0.1%,"$287,867","$287,867",$0
Jake Browning,Bengals,2021,1,"$193,067","$193,067",$0,0.1%,"$270,188","$270,188",$0
Jake Browning,Bengals,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Jake Browning,Bengals,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Jake Browning,Vikings,2019,1,"$170,000","$170,000",$0,0.1%,"$230,701","$230,701",$0
Jake Browning,Vikings,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Jake Coker,Cardinals,2016,3,"$1,620,000","$540,000",$0,0.3%,"$2,664,700","$888,233",$0
Jake Fromm,Bills,2020,4,"$3,597,960","$899,490","$302,960",0.5%,"$4,636,322","$1,159,080","$390,393"
Jake Fromm,Commanders,2023,2,"$1,925,000","$962,500",$0,0.4%,"$2,187,033","$1,093,516",$0
Jake Fromm,Giants,2021,1,"$780,000","$780,000",$0,0.4%,"$1,091,573","$1,091,573",$0
Jake Fromm,Commanders,2023,1,"$940,000","$940,000",$0,0.4%,"$1,067,954","$1,067,954",$0
Jake Fromm,Lions,2024,1,"$985,000","$985,000",$0,0.4%,"$985,000","$985,000",$0
Jake Fromm,Commanders,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Jake Fromm,Commanders,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Jake Fromm,Bills,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Jake Fromm,Lions,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Jake Haener,Saints,2023,4,"$4,544,812","$1,136,203","$704,812",0.5%,"$5,163,456","$1,290,864","$800,752"
Jake Heaps,Seahawks,2016,1,"$450,000","$450,000",$0,0.3%,"$740,194","$740,194",$0
Jake Locker,Titans,2011,4,"$12,586,002","$3,146,501","$12,586,002",2.6%,"$26,703,758","$6,675,941","$26,703,758"
Jake Luton,Saints,2023,1,"$1,010,000","$1,010,000",$0,0.4%,"$1,147,482","$1,147,482",$0
Jake Luton,Saints,2023,1,"$1,010,000","$1,010,000",$0,0.4%,"$1,147,482","$1,147,482",$0
Jake Luton,Panthers,2023,1,"$1,010,000","$1,010,000",$0,0.4%,"$1,147,482","$1,147,482",$0
Jake Luton,Panthers,2024,1,"$1,125,000","$1,125,000",$0,0.4%,"$1,125,000","$1,125,000",$0
Jake Luton,Jaguars,2020,4,"$3,476,756","$869,189","$181,756",0.4%,"$4,480,139","$1,120,035","$234,210"
Jake Luton,Jaguars,2022,1,"$895,000","$895,000",$0,0.4%,"$1,097,901","$1,097,901",$0
Jake Luton,JAX/NO,2022,1,"$895,000","$895,000",$0,0.4%,"$1,097,901","$1,097,901",$0
Jake Luton,Seahawks,2021,1,"$780,000","$780,000",$0,0.4%,"$1,091,573","$1,091,573",$0
Jake Luton,Seahawks,2021,1,"$206,266","$206,266",$0,0.1%,"$288,659","$288,659",$0
Jake Luton,Panthers,2023,1,"$236,111","$236,111",$0,0.1%,"$268,251","$268,251",$0
Jake Luton,Saints,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Jake Luton,Saints,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Jake Luton,Saints,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Jake Luton,Panthers,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Jake Luton,Panthers,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Jake Luton,Panthers,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Jake Luton,Seahawks,2021,1,"$172,133","$172,133",$0,0.1%,"$240,892","$240,892",$0
Jake Luton,Dolphins,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Jake Luton,Seahawks,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Jake Plummer,Cardinals,1998,4,"$29,491,200","$7,372,800","$15,000,000",14.1%,"$143,774,385","$35,943,596","$73,127,434"
Jake Plummer,Broncos,2003,7,"$40,834,725","$5,833,532","$7,000,000",7.8%,"$139,042,873","$19,863,267","$23,835,109"
Jake Plummer,Cardinals,1997,3,"$1,606,250","$535,417","$700,000",1.3%,"$9,896,180","$3,298,729","$4,312,732"
Jake Rudock,Dolphins,2020,1,"$750,000","$750,000",$0,0.4%,"$966,448","$966,448",$0
Jake Rudock,Lions,2018,1,"$630,000","$630,000",$0,0.4%,"$908,025","$908,025",$0
Jake Rudock,Dolphins,2019,1,"$645,000","$645,000",$0,0.3%,"$875,308","$875,308",$0
Jake Rudock,Dolphins,2020,1,"$660,000","$660,000",$0,0.3%,"$850,474","$850,474",$0
Jake Rudock,Lions,2016,2,"$990,000","$495,000",$0,0.3%,"$1,628,428","$814,214",$0
Jake Rudock,Lions,2018,1,"$340,000","$340,000",$0,0.2%,"$490,045","$490,045",$0
Jake Rudock,Dolphins,2019,1,"$340,000","$340,000",$0,0.2%,"$461,403","$461,403",$0
Jake Rudock,Dolphins,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Jake Rudock,Dolphins,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Jake Waters,Seahawks,2015,1,"$435,000","$435,000",$0,0.3%,"$775,398","$775,398",$0
Jalan McClendon,Ravens,2019,3,"$1,755,000","$585,000",$0,0.3%,"$2,381,652","$793,884",$0
Jalan McClendon,Commanders,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
Jalen Hurts,Eagles,2023,5,"$255,000,000","$51,000,000","$179,304,000",22.7%,"$289,710,854","$57,942,171","$203,711,039"
Jalen Hurts,Eagles,2020,4,"$6,025,176","$1,506,294","$3,435,816",0.8%,"$7,764,026","$1,941,006","$4,427,383"
Jalen Morton,Packers,2020,3,"$2,292,000","$764,000","$7,000",0.4%,"$2,953,465","$984,488","$9,020"
Jalen Morton,Colts,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Jameill Showers,Cowboys,2017,2,"$1,020,000","$510,000",$0,0.3%,"$1,559,928","$779,964",$0
Jameill Showers,Cowboys,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Jameis Winston,Saints,2022,2,"$28,000,000","$14,000,000","$21,000,000",6.7%,"$34,347,743","$17,173,871","$25,760,807"
Jameis Winston,Buccaneers,2015,4,"$25,351,277","$6,337,819","$25,351,277",4.4%,"$45,189,253","$11,297,313","$45,189,253"
Jameis Winston,Saints,2021,1,"$5,500,000","$5,500,000","$5,500,000",3%,"$7,696,986","$7,696,986","$7,696,986"
Jameis Winston,Saints,2023,1,"$4,000,000","$4,000,000","$4,000,000",1.8%,"$4,544,484","$4,544,484","$4,544,484"
Jameis Winston,Browns,2024,1,"$4,000,000","$4,000,000","$4,000,000",1.6%,"$4,000,000","$4,000,000","$4,000,000"
Jameis Winston,Saints,2020,1,"$1,100,000","$1,100,000","$1,100,000",0.6%,"$1,417,457","$1,417,457","$1,417,457"
James Blackman,Dolphins,2023,3,"$2,697,000","$899,000","$12,000",0.4%,"$3,064,118","$1,021,373","$13,633"
James Blackman,Dolphins,2023,1,"$750,000","$750,000",$0,0.3%,"$852,091","$852,091",$0
James Franklin,Lions,0,4,"$1,532,000","$510,667",$0,0%,$0,$0,$0
James Morgan,Jets,2020,4,"$4,010,264","$1,002,566","$715,264",0.5%,"$5,167,616","$1,291,904","$921,687"
James Morgan,Colts,2022,1,"$825,000","$825,000",$0,0.4%,"$1,012,032","$1,012,032",$0
James Morgan,Cardinals,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
James Morgan,Jets,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
James Morgan,Panthers,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
James Morgan,Colts,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
James Morgan,Steelers,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Jamie Newman,Eagles,2021,3,"$2,425,000","$808,333",$0,0.4%,"$3,393,671","$1,131,223",$0
Jared Goff,Lions,2024,4,"$212,000,000","$53,000,000","$170,611,832",20.8%,"$212,000,000","$53,000,000","$170,611,832"
Jared Goff,LAR/DET,2019,4,"$134,000,000","$33,500,000","$110,042,682",17.8%,"$181,846,971","$45,461,743","$149,335,287"
Jared Goff,Rams,2016,4,"$27,937,672","$6,984,418","$27,937,672",4.5%,"$45,954,025","$11,488,506","$45,954,025"
Jaren Hall,Vikings,2023,4,"$4,119,272","$1,029,818","$279,272",0.5%,"$4,679,991","$1,169,998","$317,287"
Jaren Hall,Seahawks,2024,1,"$263,333","$263,333",$0,0.1%,"$263,333","$263,333",$0
Jaren Hall,Seahawks,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Jarrett Guarantano,Cardinals,2022,3,"$2,560,000","$853,333",$0,0.4%,"$3,140,365","$1,046,788",$0
Jarrett Guarantano,Broncos,2022,2,"$1,585,000","$792,500","$10,000",0.4%,"$1,944,328","$972,164","$12,267"
Jarrett Guarantano,Broncos,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Jarrett Guarantano,Cardinals,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Jarrett Guarantano,Broncos,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Jarrett Stidham,Broncos,2023,2,"$10,000,000","$5,000,000","$5,000,000",2.2%,"$11,361,210","$5,680,605","$5,680,605"
Jarrett Stidham,NE/LV,2019,4,"$3,156,112","$789,028","$636,112",0.4%,"$4,283,055","$1,070,764","$863,247"
Jason Bean,Colts,2024,3,"$2,850,000","$950,000","$20,000",0.4%,"$2,850,000","$950,000","$20,000"
Jason Bean,Colts,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Jason Campbell,Commanders,2005,5,"$7,500,000","$7,500,000","$4,970,000",8.8%,"$22,403,509","$22,403,509","$14,846,058"
Jason Campbell,Raiders,2010,1,"$4,600,000","$4,600,000",$0,3.6%,"$9,107,287","$9,107,287",$0
Jason Campbell,Bears,2012,1,"$3,500,000","$3,500,000","$2,000,000",2.9%,"$7,412,106","$7,412,106","$4,235,489"
Jason Campbell,Commanders,2010,1,"$3,143,250","$3,143,250",$0,2.4%,"$6,223,148","$6,223,148",$0
Jason Campbell,Browns,2013,2,"$3,750,000","$1,875,000","$500,000",1.5%,"$7,786,585","$3,893,293","$1,038,211"
Jason Campbell,Bengals,2014,1,"$1,500,000","$1,500,000","$400,000",1.1%,"$2,880,451","$2,880,451","$768,120"
Jay Cutler,Bears,2014,7,"$126,700,000","$18,100,000","$54,000,000",13.6%,"$243,302,105","$34,757,444","$103,696,241"
Jay Cutler,Bears,2009,2,"$28,912,499","$14,456,250","$20,000,000",11.8%,"$60,034,571","$30,017,287","$41,528,455"
Jay Cutler,Dolphins,2017,1,"$10,000,000","$10,000,000","$5,000,000",6%,"$15,293,413","$15,293,413","$7,646,707"
Jay Cutler,Broncos,2006,6,"$34,112,500","$5,685,417","$11,325,000",5.6%,"$85,415,025","$14,235,838","$28,356,912"
Jayden Daniels,Commanders,2024,4,"$37,746,650","$9,436,663","$37,746,650",3.7%,"$37,746,650","$9,436,663","$37,746,650"
Jeff Driskel,Broncos,2020,2,"$5,000,000","$2,500,000","$2,500,000",1.3%,"$6,442,987","$3,221,493","$3,221,493"
Jeff Driskel,Texans,2021,1,"$1,750,000","$1,750,000","$750,000",1%,"$2,449,041","$2,449,041","$1,049,589"
Jeff Driskel,Texans,2022,1,"$1,187,500","$1,187,500","$152,500",0.6%,"$1,456,712","$1,456,712","$187,073"
Jeff Driskel,Texans,2021,1,"$990,000","$990,000",$0,0.5%,"$1,385,458","$1,385,458",$0
Jeff Driskel,Browns,2023,1,"$1,140,000","$1,140,000","$60,000",0.5%,"$1,295,178","$1,295,178","$68,167"
Jeff Driskel,Texans,2022,1,"$1,035,000","$1,035,000",$0,0.5%,"$1,269,640","$1,269,640",$0
Jeff Driskel,Cardinals,2023,1,"$1,080,000","$1,080,000",$0,0.5%,"$1,227,011","$1,227,011",$0
Jeff Driskel,Commanders,2024,1,"$1,150,000","$1,150,000","$150,000",0.5%,"$1,150,000","$1,150,000","$150,000"
Jeff Driskel,Bengals,2016,4,"$2,452,540","$613,135",$0,0.4%,"$4,034,126","$1,008,531",$0
Jeff Driskel,Lions,2019,1,"$645,000","$645,000",$0,0.3%,"$875,308","$875,308",$0
Jeff Driskel,Texans,2022,1,"$471,000","$471,000",$0,0.2%,"$577,778","$577,778",$0
Jeff Driskel,Texans,2022,1,"$433,400","$433,400",$0,0.2%,"$531,654","$531,654",$0
Jeff Driskel,Texans,2021,1,"$375,000","$375,000",$0,0.2%,"$524,795","$524,795",$0
Jeff Driskel,Texans,2022,1,"$395,800","$395,800",$0,0.2%,"$485,530","$485,530",$0
Jeff Driskel,Texans,2022,1,"$358,200","$358,200",$0,0.2%,"$439,406","$439,406",$0
Jeff Driskel,Cardinals,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
Jeff Driskel,Cardinals,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
Jeff Driskel,Cardinals,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
Jeff Driskel,Texans,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Jeff Garcia,Texans,2011,1,"$910,000","$910,000",$0,0.8%,"$1,930,750","$1,930,750",$0
Jeff Mathews,Cardinals,0,4,"$1,530,000","$510,000",$0,0%,$0,$0,$0
Jeff Tuel,Jaguars,2015,2,"$1,110,000","$555,000",$0,0.4%,"$1,978,601","$989,301",$0
Jerod Evans,Eagles,2017,3,"$1,665,000","$555,000",$0,0.3%,"$2,546,353","$848,784",$0
Jerod Evans,Packers,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Jerrod Johnson,Ravens,2016,1,"$450,000","$450,000",$0,0.3%,"$740,194","$740,194",$0
Jerry Lovelocke,Ravens,0,3,"$1,580,000","$526,667",$0,0%,$0,$0,$0
Jimmy Clausen,Ravens,2015,1,"$1,125,000","$1,125,000","$262,500",0.8%,"$2,005,339","$2,005,339","$467,912"
Jimmy Garoppolo,49ers,2018,5,"$137,500,000","$27,500,000","$74,100,000",15.5%,"$198,180,023","$39,636,005","$106,801,016"
Jimmy Garoppolo,Raiders,2023,3,"$72,750,000","$24,250,000","$33,750,000",10.8%,"$82,652,802","$27,550,934","$38,344,084"
Jimmy Garoppolo,49ers,2022,1,"$7,000,000","$7,000,000","$6,500,000",3.4%,"$8,586,936","$8,586,936","$7,973,583"
Jimmy Garoppolo,Rams,2024,1,"$3,178,750","$3,178,750","$3,178,750",1.2%,"$3,178,750","$3,178,750","$3,178,750"
Jimmy Garoppolo,NE/SF,2014,4,"$3,483,898","$870,975","$1,103,744",0.7%,"$6,690,132","$1,672,534","$2,119,520"
Joe Burrow,Bengals,2023,5,"$275,000,000","$55,000,000","$219,010,000",24.5%,"$312,433,274","$62,486,655","$248,821,859"
Joe Burrow,Bengals,2020,4,"$36,190,136","$9,047,534","$36,190,136",4.6%,"$46,634,514","$11,658,629","$46,634,514"
Joe Callahan,Eagles,2018,2,"$1,350,000","$675,000",$0,0.4%,"$1,945,767","$972,884",$0
Joe Callahan,Packers,2018,1,"$630,000","$630,000",$0,0.4%,"$908,025","$908,025",$0
Joe Callahan,Ravens,2019,1,"$645,000","$645,000",$0,0.3%,"$875,308","$875,308",$0
Joe Callahan,Buccaneers,2019,1,"$645,000","$645,000",$0,0.3%,"$875,308","$875,308",$0
Joe Callahan,Packers,2017,1,"$540,000","$540,000",$0,0.3%,"$825,844","$825,844",$0
Joe Callahan,Packers,2016,2,"$990,000","$495,000",$0,0.3%,"$1,628,428","$814,214",$0
Joe Callahan,Packers,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Joe Callahan,Lions,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Joe Flacco,Ravens,2013,6,"$120,600,000","$20,100,000","$51,000,000",16.3%,"$250,416,585","$41,736,098","$105,897,561"
Joe Flacco,BAL/DEN,2016,3,"$66,400,000","$22,133,333","$62,000,000",14.3%,"$109,219,811","$36,406,603","$101,982,353"
Joe Flacco,Ravens,2008,5,"$23,800,000","$4,760,000","$8,360,000",4.1%,"$52,401,034","$10,480,207","$18,406,414"
Joe Flacco,Eagles,2021,1,"$3,500,000","$3,500,000","$3,500,000",1.9%,"$4,898,082","$4,898,082","$4,898,082"
Joe Flacco,Jets,2021,1,"$3,500,000","$3,500,000","$3,500,000",1.9%,"$4,898,082","$4,898,082","$4,898,082"
Joe Flacco,Colts,2024,1,"$4,500,000","$4,500,000","$4,500,000",1.8%,"$4,500,000","$4,500,000","$4,500,000"
Joe Flacco,Jets,2022,1,"$3,500,000","$3,500,000","$2,850,000",1.7%,"$4,293,468","$4,293,468","$3,496,110"
Joe Flacco,Browns,2023,1,"$2,200,000","$2,200,000","$400,000",1%,"$2,499,466","$2,499,466","$454,448"
Joe Flacco,Jets,2020,1,"$1,500,000","$1,500,000","$550,000",0.8%,"$1,932,896","$1,932,896","$708,729"
Joe Flacco,Browns,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
Joe Flacco,Browns,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
Joe Licata,Bengals,2016,3,"$1,620,000","$540,000",$0,0.3%,"$2,664,700","$888,233",$0
Joe Milton III,Patriots,2024,4,"$4,203,316","$1,050,829","$183,316",0.4%,"$4,203,316","$1,050,829","$183,316"
Joe Webb,Panthers,2016,2,"$1,860,000","$930,000","$200,000",0.6%,"$3,059,471","$1,529,735","$328,975"
Joe Webb,Giants,2021,1,"$1,075,500","$1,075,500",$500,0.6%,"$1,505,111","$1,505,111",$700
Joe Webb,Texans,2018,1,"$1,005,000","$1,005,000","$90,000",0.6%,"$1,448,516","$1,448,516","$129,718"
Joe Webb,Texans,2019,1,"$1,020,000","$1,020,000","$90,000",0.5%,"$1,384,208","$1,384,208","$122,136"
Joe Webb,Giants,2020,1,"$1,050,000","$1,050,000",$0,0.5%,"$1,353,027","$1,353,027",$0
Joe Webb,Texans,2018,1,"$915,000","$915,000",$0,0.5%,"$1,318,798","$1,318,798",$0
Joe Webb,Vikings,2010,4,"$2,032,515","$508,129",$0,0.4%,"$4,024,065","$1,006,017",$0
Joe Webb,Lions,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Joe Webb,Giants,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Joel Stave,Jets,2018,2,"$1,050,000","$525,000",$0,0.3%,"$1,513,375","$756,687",$0
Joel Stave,Chiefs,2017,1,"$465,000","$465,000",$0,0.3%,"$711,144","$711,144",$0
Joel Stave,Browns,2018,1,"$480,000","$480,000",$0,0.3%,"$691,828","$691,828",$0
Joel Stave,Jets,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Joel Stave,Commanders,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
John Elway,Broncos,1996,5,"$29,500,000","$5,900,000","$6,250,000",14.5%,"$184,877,187","$36,975,437","$39,168,896"
John Elway,Broncos,1983,5,"$5,000,000","$1,000,000","$1,000,000",0%,$0,$0,$0
John Elway,Broncos,1993,4,"$17,100,000","$5,700,000","$19,100,000",0%,$0,$0,$0
John Elway,Broncos,1987,6,"$12,700,000","$2,116,667","$12,700,000",0%,$0,$0,$0
John Paddock,Falcons,2024,3,"$2,835,000","$945,000","$5,000",0.4%,"$2,835,000","$945,000","$5,000"
John Paddock,Falcons,2024,1,"$795,000","$795,000",$0,0.3%,"$795,000","$795,000",$0
John Rhys Plumlee,Steelers,2024,3,"$2,865,000","$955,000","$35,000",0.4%,"$2,865,000","$955,000","$35,000"
John Rhys Plumlee,Jaguars,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
John Rhys Plumlee,Seahawks,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
John Wolford,Buccaneers,2024,1,"$1,292,500","$1,292,500","$567,500",0.5%,"$1,292,500","$1,292,500","$567,500"
John Wolford,Buccaneers,2023,1,"$1,010,000","$1,010,000",$0,0.4%,"$1,147,482","$1,147,482",$0
John Wolford,Rams,2022,1,"$895,000","$895,000",$0,0.4%,"$1,097,901","$1,097,901",$0
John Wolford,Jets,2018,3,"$1,710,000","$570,000",$0,0.3%,"$2,464,639","$821,546",$0
John Wolford,Rams,2020,2,"$1,260,000","$630,000","$150,000",0.3%,"$1,623,633","$811,816","$193,290"
